restaurant_id,name,cusine_type,location,owner_name,average_delivery_time,contact_number,rating,total_orders,is_active
ff761d9a-e032-4304-a9ff-3286af6f9bd7,"Frank, Garcia and Thomas",American,Timothyfurt,Christopher Gomez,60,580.568.0832,2.03,87,False
b5aca5bd-8ace-41c9-82fa-30477f58ee66,"Martin, Lopez and Marshall",American,West Matthew,Sara Ramirez,33,(826)795-8367,2.6,81,False
3b447be8-ab3a-42c5-af39-75c2abd31492,Sanford-Wood,Indian,West Megan,Morgan Johnson,35,001-234-325-7161x774,2.8,1,False
e4f1d567-e4f2-4963-a0bc-6abedd5d8c00,Herrera-Rodriguez,Chinese,East Jordan,Bryan Hunter,47,668-489-4756x96903,1.33,80,False
a1868817-291e-4252-a529-dcd13d24bd8d,Chambers PLC,American,Mooreburgh,Thomas Johnson,60,(800)981-6160x657,4.61,3,True
b2b38d0a-5a0f-4e8a-a45d-12f6ac697126,Grant-Brown,Mexican,North Calebfurt,Alexandra Edwards,27,(480)277-4893,2.41,42,True
8bf19092-7d39-43fc-81cb-ee11835648d2,"Brown, Hardin and Wallace",American,Deannafort,Eric Hardy,27,001-405-288-9507x1865,2.92,19,True
0891538c-f148-4387-bfae-a540cff4f632,Christensen Group,Italian,North Brendaview,Richard Lutz,43,+1-240-808-5153,3.64,13,True
1ee9e8e4-2954-400c-8c8f-263bafde2c15,"Kane, Zimmerman and Dyer",American,Jessicafurt,Michelle Miller,55,001-501-448-0811,1.04,64,True
0dcb99a0-b9a0-4f71-b29b-126e5a0b3a6f,Adams-Cohen,Italian,Mckinneyfort,Justin Horn,57,+1-923-586-8735x9391,4.63,57,False
02102f37-429c-4e8b-a53a-75edf5bcfac5,Casey-Wang,Chinese,Stevenshaven,Joseph Long,52,626-532-8886x5871,3.45,81,False
4a2aa9c8-1ae1-4c13-9315-8ac05dba0bc9,"Edwards, Nelson and Davis",French,Leemouth,John Horton,20,957-578-9671,4.72,56,False
ad647cf9-1194-4348-9a41-73e6f76d0a74,Miller-Bell,Mexican,Lake Tamaratown,John Horton,20,897-884-8497,3.77,0,True
73be1305-8252-4584-b472-569ff2ac6a25,"Williams, Lucas and Simon",Italian,Tarahaven,Frederick Lewis,60,(823)360-1446x066,1.95,81,False
72b4076a-a9cb-4f70-a2aa-7542606254b9,Chan LLC,Chinese,South Juan,Carla Olsen,27,3152183131,2.96,44,True
a27ef242-c8c2-4c9f-bb69-e1a3d04743ee,Edwards PLC,Italian,South Jacobchester,Caitlin Davis,42,001-397-799-3881x274,4.69,0,True
29e02b96-8c0a-483c-abe0-fca5bb6eb366,Richards-Freeman,Indian,New Sydneyfort,Alexander Sanders,44,001-706-433-6701,1.12,30,False
3f552a1a-f75b-4ce8-af31-4e7d65657eb4,Carr-Williams,French,Howellville,Steven Powell,51,309.632.3196,1.3,22,True
1151ac5a-a52a-415e-a63b-12f1d914302b,Holland Inc,Italian,Port Amber,Jose Moore,41,901-451-6191x15985,1.8,47,False
148b16d6-cab1-4e23-aa77-0e7d427485b2,Sanchez-Smith,Mexican,Whitestad,William Harris,36,2035030053,4.46,39,True
0496d765-bd5a-47e1-b717-f16775e646d3,Martinez PLC,Italian,Liview,Justin Sullivan,41,001-524-256-3624x5684,2.38,56,True
4e4fd47f-7711-454c-a7ae-c69b3e46d3d2,Ingram Group,Chinese,Mcdanielberg,Michael Mullins,41,676.500.5521,4.86,87,False
0b54d169-efa1-48a9-aadf-faf445fba0fc,Miller-Cox,Chinese,South Kelly,Reginald Mccoy,54,(976)834-8364x8548,3.11,63,False
6e4dad6a-2801-444f-a224-d517abf38d79,Reed-Barrera,American,Ryanland,Kelsey Salazar,40,556.303.7334x5236,4.1,35,True
e5a85b49-7d67-4b27-87b4-73429af96651,"Allen, Jordan and Martinez",French,Millerton,Jeffrey Robinson,23,+1-619-973-8268,1.11,38,True
87bbfac7-e559-40c5-a68a-fbc4ea998506,"Murphy, Hodges and Marsh",Indian,West Renee,Jennifer Davila,34,(639)854-2506,4.03,22,True
0e6ddc6e-93ac-4e50-b830-f4ebe37d15cc,"Payne, Winters and Gibson",Italian,New Anne,Alexander Dawson,18,842-578-1401x75968,3.17,50,True
2038fa23-530d-42d2-af35-fb4a338f8d5e,Stout Group,American,Garciamouth,Connie Powell,15,+1-499-284-0229x176,1.59,49,True
35801b59-8b7e-48c6-94ab-21d57c636f86,"Smith, Hill and Vasquez",Italian,Dixonfurt,Kyle Long,38,001-887-685-7747,2.07,88,True
69142186-d5c0-41d9-be9e-5322bf68bd67,Clark-Larson,Mexican,Santosland,Jason Aguilar,51,942-872-8916x897,3.42,55,True
07c4caf6-8bed-4d14-99fe-a1e418fad452,"Rogers, Peterson and Cox",American,Dustinstad,Mr. Ronald Chapman,17,679-363-9662x76471,4.86,25,False
c22012c4-8678-44c8-8b8a-85db2875ebb7,"Mcdonald, Stark and Murphy",Italian,Nicoleborough,Frederick Merritt,24,235-966-1958x2553,4.51,76,False
34dd7b85-b5e5-413c-baa2-f7887cf4972d,"Burnett, Hanna and Terry",French,East Jeremy,Alicia Cox,51,+1-758-856-9604x465,2.66,72,True
6db93195-007f-4be6-93dc-a9a359ece28c,Gordon-Thompson,Chinese,North Margaretstad,Sarah Harris,41,(740)700-0434x465,2.27,84,True
17bd9ab9-231f-4ae0-ba7c-eb1f8abde8c0,Ortiz-Vasquez,Italian,Riverastad,Amanda Lopez,20,(507)912-7351x80933,2.47,87,True
d19bcd3c-2da1-425d-a62c-580e10543bf8,Bonilla-Avery,French,Dariuston,Ronald Jones,10,(756)769-1408x5825,3.19,49,True
3cc048d5-2376-47cc-9dbe-c172e7705e4a,Hess LLC,American,Thomasstad,Jessica Salazar,48,(784)833-5666x0333,1.55,16,False
5ca5e3bb-b9aa-47bb-8375-6abb2fdb56a5,Harris-Holland,Italian,Nicholashaven,Amy Garcia,60,+1-465-246-5996x0226,1.24,81,False
5ec26c70-2a00-42b3-8ec7-d81fcac041ed,Gould Ltd,Italian,Smithfort,Lisa Johnson,44,755.655.5463x082,3.78,27,True
fbfc407d-826b-4b5a-b78e-3d322b354a6e,"Ferguson, Santana and Anthony",Mexican,East Jamesview,Laura Lee,25,001-674-288-2040x69746,1.7,89,True
6776992b-c10d-4745-8eca-33ec0a5a022f,"Gonzalez, Bryant and Ware",Mexican,North Robertfurt,Jordan Roberts,12,479-368-0583x036,3.08,95,False
2d71c310-08ce-412f-8b58-bf710d94adba,"Lucas, Boyer and Robinson",French,West Jessicaton,William Gibson,59,357-374-4526,2.23,63,False
cfb0f9f3-0568-46e0-a23e-fde02025e955,Simon-Obrien,Mexican,Whiteton,Meghan Anderson,16,(464)904-8426,3.8,52,False
c53d8192-1bfd-4e24-969c-df295f0202e0,Green and Sons,Mexican,South Kim,Robert Hart,14,+1-634-673-2158,3.91,44,False
5b7963eb-a84a-4982-95f1-ee3f7222af4b,Hurley-Haynes,French,Lake Meghanborough,Kelly Johnson,49,979-686-7833x0868,2.64,50,True
e775b254-b5ab-4d1c-89f9-c9e63823c989,Rogers-Patel,Chinese,Lake Jessica,Candace Ortiz,49,7842710750,3.45,48,False
00f93864-96d3-4a37-8014-8655eeebadba,Harris PLC,American,Lake Bryanborough,Mrs. Amy Carter,54,397-345-6633,3.18,1,True
4d10f252-8efa-4767-963d-e40e971fbc8d,Tucker LLC,Indian,Carolynshire,Anthony Acevedo II,51,920.733.4288x7223,3.95,69,False
20919f43-d1da-4981-b6df-ca75c24194c1,Townsend LLC,American,Elizabethland,Joseph Thomas,32,8049720459,4.3,29,False
23077723-fb4d-4dff-8ea9-2be6fff6ea62,Brown-Taylor,Italian,Debbieton,Annette Shaw,48,001-477-863-9685x83232,3.38,15,True
57c10e8b-34a4-4cb9-a798-6a6db6ab9285,"Tanner, Davis and Edwards",Chinese,Natashamouth,Amy Robinson,35,4935274706,4.47,91,False
0f10872d-9067-44ba-a43b-717ed90500ee,Butler Inc,American,Beltranbury,Justin Lopez,14,9357994443,3.66,20,True
300fc97f-54da-4565-875b-392d6ca6d759,"Park, Munoz and Evans",French,Lake Jason,James Stevenson,28,001-931-705-7907x4406,2.34,59,True
15e76594-2875-4da4-89b2-3a471962e10e,"Thornton, Flores and Carpenter",Chinese,Paulland,Kevin Gomez,40,231.699.7562x2829,2.62,51,False
c02cef74-ba52-4579-a508-47f1d0e2f66b,Martin LLC,Chinese,North Shawn,Jordan Williams,16,392.489.1180,4.65,80,True
09940987-d5b5-4cad-a2cf-020f6e4626c4,"Fleming, Davis and Hood",American,East Jonathanview,Carol Rivas,29,(498)796-2100x26437,4.49,10,False
dcb7d4c8-5ce3-48ff-9fa8-615452ec524b,Little PLC,Mexican,Jamesport,Joshua May,17,936.439.9472x478,4.45,28,False
6f28f6b8-3f08-4686-8dca-8861ec003f23,Petersen and Sons,Chinese,Mikeview,Dennis Young,18,852.457.7808,1.89,86,True
c12d9757-b321-481c-ab95-4ff8a11eefda,"Frye, Edwards and Thornton",Chinese,New Cindy,Timothy Graves,36,(506)416-1016x1580,2.56,7,True
952483b9-c3a1-4fbd-9bb0-931d6f7204bb,"Rose, Arnold and Conner",Mexican,Lake Seth,Christina Park,33,+1-363-303-3542,4.55,4,True
0f41d30d-3756-40ce-84f2-422c7c95c28e,"Walker, Fitzgerald and Castillo",American,West Richard,Dylan Thomas,46,720-782-7694,4.14,30,False
e741d4be-9a20-44dd-9bae-7a8604506271,Jenkins Ltd,Italian,Dianaview,Jeffrey Payne,45,373-326-2074x4814,2.4,59,False
4c79ce63-ef3e-4142-b690-1db1674b4b43,Hughes-Torres,Chinese,New Johnview,Kevin Brown,41,(621)219-0773x0722,3.26,67,True
68a18b22-c406-43f5-ae4a-21bc6ed22b9a,Gonzales Inc,Indian,Lake James,Barry Barker,35,6056547510,2.54,98,False
e149a345-e5d4-4a3a-9880-0f7c8cf5e683,Jenkins and Sons,Italian,Lucasside,Megan Mckinney,44,(902)620-0853,2.69,94,True
c72f5c78-8356-41ef-9dd4-48c806531e2a,Joyce-Gutierrez,Chinese,North Rachel,Justin Stanley,59,694-898-6797x5556,4.18,36,True
989e0914-bb76-4ea1-907e-ab30bbccd864,Jackson Inc,Italian,Tinaton,Tristan Lin,54,234-977-0093,2.64,65,True
b3bbabb8-5bab-4986-b548-07f188ab2b58,"Anderson, Castro and Brown",Chinese,Heatherfort,Kayla Schneider,17,001-963-942-6017x221,3.96,2,False
90ff1194-6e30-4363-94c0-9b0664cd16a2,"Kennedy, Gomez and Adams",Chinese,Bryantborough,Paula Riddle,33,477-973-8321x32276,3.03,61,False
261c821d-8d21-49b0-995a-02d98cd0654e,"Sullivan, Young and Salinas",Italian,Williamshire,Ashley Jones,38,498-630-1345x751,1.71,47,True
02f90e5c-243d-4c6c-a2aa-fb0deed25273,Gonzalez Ltd,Chinese,West Alexanderview,Curtis Reed,16,7889293038,4.87,51,False
7d1f8974-87f8-4973-ae36-fed6e86e0bd3,"Rios, Thompson and Smith",Chinese,Smithfurt,Courtney Cabrera,58,436-988-0242,4.1,85,False
889f3b0a-4888-432f-8d66-69e6034c9523,"Davis, Miller and Stewart",Indian,Christopherborough,Monique Tucker,29,(878)912-1872,2.03,48,False
7306c08d-90d8-4a61-9964-3482f7261d9a,Gill PLC,French,Walkershire,Lori Allen,14,001-410-764-8571x650,2.34,46,False
3cff31f0-1e69-47ea-92ff-8e3b3e7883ab,Phillips-Giles,French,West Thomas,Todd Lambert,17,8016388294,3.97,62,True
ff35cd0e-ebfe-4068-bd6b-af97df4f600b,Olson Group,American,North Margaret,Brandon Stewart,28,585-979-1616x15421,1.3,25,False
cc6ee0a2-af4f-4cd5-a5c3-c55f15be2e97,Flores Group,American,Bakerfurt,Bryan Young,22,872-270-9821,2.19,56,True
c4f217df-2adf-4dc9-ba3e-eb84f7b48a26,Collins-Wyatt,American,Connorhaven,Jon Braun,19,001-461-965-1268,4.36,4,False
1eb89997-b06f-4352-b42f-cbe8264ead8f,"Duncan, Gillespie and Brown",French,Smithshire,Alexis Skinner,48,+1-779-241-4068x09868,2.9,99,True
8bd41989-53de-465e-a80b-980eecd0619b,English Inc,Indian,Chelseahaven,Kyle Cox,26,(732)640-1119,3.72,94,False
feeeed86-3804-4d1f-823b-33f36ddb41be,Martinez and Sons,Chinese,Jacobfort,Gary Mendoza,19,001-594-255-5280x2726,4.44,70,True
711fcb2f-858e-44ff-b1d2-5a5d100be0fd,"Arellano, Hernandez and Whitaker",Italian,Port Joanfurt,Taylor Ross,29,(521)627-0371,2.58,90,False
08d7d608-657e-4a01-b35a-8acea3274eec,Castillo and Sons,Mexican,Snyderfort,Greg Wade,48,(973)743-9523x37848,2.58,70,False
d3f7c0b0-3e0c-4f36-9224-58640e22c5dd,"Patel, Adams and Riley",French,Penaside,Rhonda Calderon,34,849-524-0170x106,1.33,85,False
e753fd34-13a7-4aff-8cdb-0d38ad151772,Mccann-Yates,French,East Jonathan,Billy Fernandez,38,(379)907-0401,4.55,84,True
491a0ded-5b23-4773-bcf7-6a1e9902c4cc,Lamb-Parker,Mexican,South Julie,Abigail Cohen,30,001-315-591-8528,2.9,69,False
a332a0c6-1fec-4d13-a187-cb54d2f44644,Peters Inc,French,East Susanberg,Benjamin Ellis,47,+1-318-882-5676x714,4.3,20,False
dc3f3321-cee4-47b1-b69f-643b21d3a130,"Velazquez, Moore and Meza",American,North Thomastown,Frank Johnson,51,895-721-2274,4.5,78,True
d8f2ed19-0d19-4972-b198-5aa90d5e3d7e,"Watson, Jones and Mccullough",Italian,Port Michaelfort,Timothy Gibson,51,(891)778-7223x343,3.34,61,False
8b9e718e-24cf-4a2d-8e04-cdd68b34d88d,"Jordan, Parker and Morris",Indian,Sherylbury,Jennifer Hamilton,36,639.340.2444x5549,2.47,89,True
7f449b99-f34e-4168-b719-d868edd63d9d,Clark-Powers,Italian,New Shelbyfurt,Bernard Gray,43,001-906-219-0393,4.63,63,True
ebe2217f-9d4e-4cce-af56-de1b0240b52a,Cooke-Robinson,Mexican,Sharonfurt,Samantha Patrick,24,(812)461-8636,2.91,17,False
66fdbd4a-658c-467b-9819-f3ebd5931b27,"Robbins, Moore and Le",Indian,North Patrickton,Mitchell Rich,23,001-483-673-4660x24303,3.41,70,False
e26df6a0-9082-44ff-8438-a29722ea09b6,"Warren, Kennedy and Morales",Indian,West Julia,Michelle Alexander,58,+1-633-962-9960x180,1.83,35,False
f58dbe73-f2fb-4421-af9f-8b215ac13720,Johnson-Thompson,American,North Holly,Heather Castillo,24,(379)659-0551x2010,4.45,71,True
bc757b0d-6f6e-4493-b965-78692163517e,"Hill, Anthony and Jones",American,Sethberg,Michael Parker,56,001-310-864-1252x787,1.3,97,False
e4fbaa61-a7c7-4953-a6c7-9a46b470c691,Miller and Sons,French,Philliphaven,Courtney Lowe,41,463-540-2853x64197,1.45,17,False
35d53145-0bbb-469d-8bae-ed3a4daf7cf8,"Jackson, Patel and Daniels",Chinese,Michaelmouth,Meredith Miller,32,784.850.1463,1.04,58,True
2a0d1898-ee9a-43d9-aeef-a6fd8dfd8e33,Wright-Alvarado,French,Lake Mauriceshire,Shannon Martin,32,(205)233-7172x439,1.18,66,True
ab787bfd-1c55-46b2-8463-a956462697b3,Callahan and Sons,American,Johnberg,Crystal Henry,15,3742003676,1.14,41,False
a4ff0b89-7334-4d47-8143-716d6154fd60,Harvey-Erickson,Mexican,North Frances,Matthew Price,16,+1-877-580-8477,1.47,84,False
d260b285-8aed-4b14-b5fa-defa3da15071,Washington and Sons,American,Riversland,Derrick Johnson,33,+1-600-525-7317x67431,1.72,33,True
a4fe497d-f461-4ee6-b46e-5d4e7b31b840,Shepherd-White,French,North Samanthaside,Jason Rodriguez,28,(387)716-3458,2.67,11,True
a38abb78-d085-4931-9bee-9290d31a42df,Wheeler and Sons,French,Chentown,Ruben Stevens,18,495.410.8465x35981,1.21,48,True
ea05a5f0-4be1-49dc-9d6c-6ba27dffc06e,"Haley, Savage and Gardner",Chinese,Lake Rodneyton,Daniel Patterson,50,(859)463-9519x98488,1.68,100,False
4d207310-4dfa-4ede-a18e-cf61a96497c8,Williams-Scott,Chinese,West Aaron,Zachary Smith,58,(658)891-3950,1.41,39,True
4eb748bb-2293-4ecf-aa83-b1eb4b8cf5e1,Jones Inc,Indian,South Stephanieville,Jamie Foster,43,(582)329-4743,4.44,17,False
11ad1b31-89fa-4040-89c2-34186284ff22,Fletcher Ltd,Chinese,Joshuaborough,Kimberly Miller,38,001-681-759-4061x0654,4.76,76,True
b2e0c839-c9b7-4966-8edb-c6338e49f4ce,"Armstrong, Collins and Colon",American,South Brandi,William Carroll,19,289-986-1649,2.74,52,False
fc02e8c5-c6c4-4fdd-b6b7-ab0294499c75,Floyd PLC,Italian,Mooreberg,Samantha Ashley,18,+1-485-252-1243,3.32,22,True
4259f83b-dc7a-4f11-90d7-5beb5007643d,Gray-Phillips,Indian,Lake Ricardotown,Christopher Jones,30,(697)868-8163x91722,2.95,49,True
3d315f7c-d575-45d7-b245-ebf580d7f2e8,"Cisneros, Davis and Sloan",Italian,Hayeston,Sally Elliott,13,+1-427-549-8604x53505,4.8,86,False
53b7e63d-ce32-43eb-be0b-29ff2622934b,Henry-Wise,French,Glennville,Claudia Rodriguez,60,712.245.1053x934,2.84,63,False
e31e513a-9e18-494b-865c-ef46855f7555,Wood LLC,American,Jamesborough,Claire Roberts,48,(253)784-2679,3.72,39,False
2241e776-d8a3-41ab-a962-acd04863fff4,"Nunez, York and Crawford",American,Watsonfort,Matthew Watson,52,634.974.8784x864,4.89,15,False
3f64e396-7a39-467d-9624-82b32e4c3e29,"Warner, Daniels and Brown",Mexican,Blakeberg,Robert Bryan,20,512-851-1528x60626,3.92,52,False
e45737fe-9573-4195-b4d3-d79f2f198cb7,Gardner and Sons,American,New Rachel,Debra Ross,35,559-333-0408x4123,2.57,91,False
bc40eaa0-86a3-45b1-b878-cf3db7007653,Robinson and Sons,Chinese,Brockville,Andrew Wilson,13,(900)512-4650x115,4.75,6,False
